CTE(0.05,0.001,0.5)	Steer_value(0.05,0.001,0.5)	CTE(0.05,0.0001,0.5)	Steer_value(0.05,0.0001,0.5)	CTE(0.05,0.001,1)	Steer_value(0.05,0.001,1)	CTE(0.05,0.001, 0.7)	Steer_value(0.05,0.001, 0.7)	CTE(0.05,0.0001, 1)	Steer_value(0.05,0.0001, 1)	CTE(0.1,0.0001, 1)	Steer_value(0.1,0.0001, 1)
1.8527	-0.0757054			0.3183	-0.0371896	1.4081	-0.110663	-1.1798	-0.00707664	-0.2392	0.00402992
1.892	-0.0653624			0.3796	-0.0165342	1.511	-0.0927486	-1.1426	-0.00662238	-0.2245	-0.00921763
1.9297	-0.0683771			0.535	-0.118939	1.5942	-0.0847128	-1.0929	-0.0214981	-0.194	-0.0280482
1.9571	-0.0665542			0.6896	-0.126559	1.6639	-0.0804117	-1.0476	-0.0192583	-0.1606	-0.0342722
1.9637	-0.0584479			0.8313	-0.121575	1.697	-0.0581437	-0.9504	-0.0759233	-0.0808	-0.0886441
1.9551	-0.052373			0.9481	-0.103463	1.7075	-0.0445562	-0.8175	-0.118187	0.0481	-0.150639
1.9316	-0.0456796			1.0501	-0.0948133	1.6977	-0.0315539	-0.6634	-0.147025	0.1649	-0.150235
1.8857	-0.0340703			1.1026	-0.0490409	1.6646	-0.0152535	-0.5348	-0.127902	0.2743	-0.153803
1.8453	-0.0366456			1.1288	-0.0251797	1.6237	-0.0093722	-0.4593	-0.0785308	0.3296	-0.105266
1.7858	-0.0259064			1.1284	0.0003119	1.5748	-0.002902	-0.4162	-0.0482442	0.3465	-0.0685904
1.7174	-0.0197538			1.1145	0.0133924	1.5216	0.0012464	-0.4015	-0.020539	0.3226	-0.0254327
1.6261	-0.0053649			1.0877	0.0265447	1.4671	0.0034143	-0.408	0.00102678	0.2716	0.00674015
1.5614	-0.0169913			1.0639	0.0236708	1.4138	0.0038255	-0.4288	0.0164097	0.186	0.0498815
1.4623	0.0037014			1.0415	0.0223493	1.3638	0.0026517	-0.4568	0.0250553	0.106	0.0522709
1.379	-0.0014126			1.0319	0.0089974	1.3191	-0.0001424	-0.4909	0.0329094	0.0303	0.0555379
1.2975	0.0004649			1.0322	-0.0019498	1.3538	-0.0588112	-0.5143	0.0234309	-0.0344	0.0510114
1.2931	-0.0391582			1.0423	-0.0132971	1.5816	-0.206953	-0.5287	0.0152037	-0.0913	0.0489105
1.4209	-0.113069			1.0653	-0.0284124	1.7088	-0.144602	-0.5322	0.00453195	-0.1186	0.0220523
1.5878	-0.142552			1.1217	-0.0657541	1.8966	-0.198308	-0.5224	-0.00920581	-0.1259	0.00279494
1.743	-0.146205			1.3825	-0.284577	2.048	-0.182446	-0.5039	-0.0187804	-0.1152	-0.0162635
1.8963	-0.154816			1.6482	-0.30441	2.1565	-0.159998	-0.4768	-0.0286877	-0.0897	-0.0336046
1.9731	-0.122379			1.8766	-0.280406	2.2147	-0.129912	-0.3657	-0.118206	0.0318	-0.141758
2.0357	-0.120445			2.0377	-0.223199	2.2228	-0.0974702	-0.039	-0.350137	0.3109	-0.327299
2.0614	-0.105341			2.124	-0.154838	2.254	-0.117454	0.2213	-0.296774	0.5784	-0.342507
2.127	-0.130698			2.1374	-0.0847455	2.4523	-0.246792	0.4218	-0.247042	0.7955	-0.313896
2.3546	-0.225433			2.0873	-0.0208278	2.6035	-0.223985	0.5464	-0.177426	0.934	-0.24924
2.5726	-0.234106			2.03	-0.0127928	2.7417	-0.224537	0.5971	-0.106121	0.9861	-0.168148
2.7412	-0.220577			2.1477	-0.195826	2.8137	-0.18461	0.5813	-0.0388891	0.9548	-0.0817137
2.8481	-0.19792			2.3046	-0.245175	2.8112	-0.135147	0.5123	0.0177097	0.852	-1.89E-05
2.8909	-0.170901			2.4435	-0.236564	2.7392	-0.0856358	0.5686	-0.110462	0.8033	-0.0493293
2.8712	-0.141537			2.488	-0.146877	2.6125	-0.0436233	0.7489	-0.243552	0.9146	-0.220551
2.8133	-0.122355			2.4846	-0.101291	2.4795	-0.0350428	0.9076	-0.229978	1.0098	-0.214072
2.6931	-0.0878884			2.4225	-0.0419087	2.2845	0.0158227	1.0195	-0.188875	1.0576	-0.171557
2.5255	-0.0583339			2.314	0.0076023	2.0201	0.0756026	1.071	-0.131157	1.0389	-0.103291
2.3181	-0.030382			2.1722	0.0458201	2.0329	-0.12111	1.0639	-0.0723082	0.9635	-0.0391477
2.1976	-0.0700046			1.9459	0.139689	2.4525	-0.429303	1.0057	-0.0183988	0.8448	0.0159378
2.3784	-0.232073			1.7831	0.0825461	2.9747	-0.530207	0.9082	0.0256854	0.6977	0.0589781
2.8279	-0.391726			1.9106	-0.21604	3.4335	-0.512201	0.7857	0.0567318	0.538	0.0874943
3.177	-0.362158			2.442	-0.648952	3.7737	-0.449965	0.6256	0.102274	0.3803	0.101226
3.5415	-0.391624			3.0578	-0.767199	3.9766	-0.367976	0.5801	-0.0101088	0.2639	0.0715398
3.8093	-0.360474			3.5956	-0.719685	4.0406	-0.277987	1.0018	-0.498494	0.6275	-0.444883
3.9712	-0.31959			3.9886	-0.598523	3.9748	-0.187812	1.6391	-0.746123	1.3993	-0.930403
4.0212	-0.270161			4.2022	-0.434006	3.7932	-0.101465	2.2313	-0.730856	1.9955	-0.814622
3.9684	-0.220089			4.223	-0.246469	3.5172	-0.0251021	2.7837	-0.718954	2.4782	-0.74964
3.7755	-0.14417			4.1129	-0.114177	3.109	0.0847389	3.0591	-0.45603	2.7944	-0.61504
3.5208	-0.104056			3.8653	0.0318381	2.8006	0.0274983	3.1425	-0.268515	2.9153	-0.432121
3.2735	-0.0986643			3.5394	0.122894	2.3203	0.169523	3.0532	-0.0916548	2.8454	-0.234616
2.8367	0.015089			3.1687	0.18306	2.0618	0.0251262	2.8335	0.0494468	2.6113	-0.0472668
2.4218	0.0224622			2.7855	0.211935	2.0752	-0.167949	2.5335	0.144493	2.2646	0.0997767
2.1426	-0.0335704			2.4193	0.210825	2.4425	-0.436486	2.2007	0.193713	1.8448	0.214672
2.2421	-0.230138			2.0969	0.181048	2.8759	-0.507302	1.9307	0.14422	1.3929	0.291823
2.5801	-0.368868			2.0834	-0.12926	3.2457	-0.484518	1.6126	0.208064	0.866	0.419426
2.8276	-0.33882			2.4722	-0.553472	3.4639	-0.392772	1.3255	0.191287	0.4765	0.320929
3.0692	-0.351019			3.0475	-0.771785	3.6393	-0.375221	1.2867	-0.0552022	0.4258	-0.0128439
3.2208	-0.31682			3.5743	-0.753199	3.6589	-0.2708	1.6335	-0.458306	0.9145	-0.601205
3.2759	-0.274601			3.9139	-0.586893	3.5746	-0.19743	2.2399	-0.74845	1.5103	-0.768036
3.2319	-0.226083			4.1978	-0.549586	3.3304	-0.0766202	2.8132	-0.744296	2.0919	-0.812206
3.0548	-0.153733			4.3189	-0.39716	3.0305	-0.0256657	3.2835	-0.665139	2.5861	-0.774484
2.8129	-0.112051			4.2453	-0.203025	2.6716	0.0309077	3.6113	-0.53939	2.9482	-0.678889
2.5019	-0.0644526			4.0323	-0.0570073	2.2761	0.0740266	3.7721	-0.380808	3.1137	-0.49915
2.0557	0.0234017			3.715	0.0594427	1.8639	0.104463	3.7473	-0.194342	3.1583	-0.383026
1.6381	0.0283436			3.2594	0.217263	1.4676	0.11168	3.5905	-0.0548613	3.0808	-0.253484
1.1996	0.059519			2.8533	0.185215	1.2706	-0.0192505	3.3305	0.0610057	2.8067	-0.029755
0.8614	0.0254176			2.388	0.265292	1.2426	-0.137393	2.9369	0.213992	2.4643	0.0725386
0.726	-0.0699384			2.1065	0.0934605	1.2278	-0.147121	2.5791	0.195824	2.0599	0.174773
0.6323	-0.0867357			1.7913	0.141129	1.201	-0.138582	2.2396	0.194275	1.6336	0.239139
0.5344	-0.0802751			1.7995	-0.18448	1.1354	-0.109277	1.8799	0.232272	1.1378	0.358105
0.4005	-0.0559806			1.9521	-0.338462	1.0475	-0.0903198	1.658	0.105401	0.7759	0.260318
0.2719	-0.0524725			2.0807	-0.322973	0.93	-0.0646548	1.692	-0.152368	0.6421	0.0455337
0.0993	-0.0219418			2.1597	-0.279483	0.8169	-0.0628967	1.8674	-0.302725	0.7373	-0.19306
-0.0506	-0.0257462			2.1719	-0.215465	0.9505	-0.243217	2.0773	-0.347927	0.8708	-0.244797
0.0425	-0.151944			2.094	-0.123564	1.127	-0.283199	2.2077	-0.275168	1.0314	-0.28806
0.2434	-0.216132			1.9581	-0.0607268	1.2441	-0.248718	2.2752	-0.215871	1.1121	-0.216341
0.3853	-0.194112			1.7802	-0.011612	1.2675	-0.185566	2.2567	-0.129171	1.1713	-0.200879
0.4847	-0.178317			1.7641	-0.174371	1.1998	-0.119611	2.1755	-0.0626289	1.1685	-0.138715
0.537	-0.157919			1.8414	-0.273477	1.0693	-0.0701949	2.0443	-0.0062733	1.103	-0.0695758
0.5239	-0.125088			1.892	-0.251199	0.8842	-0.0236041	2.0392	-0.132322	1.0773	-0.106913
0.4415	-0.0867595			1.874	-0.183574	0.6094	0.0523165	2.142	-0.245576	1.1736	-0.238661
0.3217	-0.0623912			1.7906	-0.115794	0.3522	0.0525043	2.2676	-0.274883	1.3511	-0.337746
0.1278	-0.015774			1.6126	-0.0139067	0.0869	0.0713524	2.3171	-0.20149	1.4449	-0.26357
-0.1078	0.0169638			1.3657	0.0659726	-0.1741	0.0815665	2.2916	-0.125444	1.4586	-0.184986
-0.3242	0.018508			1.1278	0.0677398	-0.3118	0.0024533	2.2032	-0.0583444	1.3884	-0.0942052
-0.4386	-0.0263334			0.8844	0.0845254	-0.1797	-0.192832	2.0323	0.0324974	1.2542	-0.0169106
-0.3172	-0.149986			0.6487	0.0879617	0.0046	-0.238592	1.8537	0.048942	1.0732	0.0478821
-0.1501	-0.181041			0.3866	0.12708	0.1592	-0.225691	1.6637	0.0696757	0.8217	0.14345
-0.0298	-0.163626			0.1595	0.103276	0.2251	-0.167121	1.4367	0.117882	0.6051	0.130149
0.0538	-0.14951			0.1711	-0.136175	0.2584	-0.146224	1.259	0.0773411	0.3671	0.175313
0.096	-0.131016			0.4386	-0.405889	0.2387	-0.108378	1.1324	0.0324578	0.1716	0.152346
0.0959	-0.109957			0.6681	-0.380032	0.1514	-0.0568444	1.0019	0.0427827	0.0539	0.0863102
0.0418	-0.0802938			0.8617	-0.354674	0.0325	-0.0288119	1.1105	-0.201858	0.1271	-0.111923
-0.0449	-0.0596139			0.9278	-0.231407	-0.1174	0.0005005	1.4657	-0.466365	0.422	-0.363155
-0.1914	-0.0221975			0.8853	-0.121567	-0.3253	0.0518208	1.6536	-0.308625	0.7422	-0.420549
-0.3415	-0.012551			0.723	0.005625	-0.5109	0.0460017	1.8235	-0.299303	1.0226	-0.408891
-0.543	0.023767			0.522	0.053853	-0.7314	0.0821881	1.9096	-0.219999	1.2531	-0.382167
-0.7214	0.0218584			0.2387	0.150079	-0.7661	-0.0453708	1.9094	-0.13388	1.3313	-0.23782
-0.769	-0.0403926			-0.0067	0.124456	-0.5652	-0.219771	1.8269	-0.0476373	1.3402	-0.169544
-0.5859	-0.164312			-0.2377	0.121844	-0.3861	-0.21308	1.6506	0.0548127	1.2385	-0.0488975
-0.4308	-0.157636			-0.4788	0.144478	-0.2303	-0.204329	1.4185	0.122076	1.0806	0.0229844
-0.2713	-0.16754			-0.6732	0.108171	-0.102	-0.191392	1.2126	0.10605	0.8344	0.135821
-0.1611	-0.148238			-0.6388	-0.12171	-0.0469	-0.14286	0.9842	0.139871	0.5614	0.189865
-0.1136	-0.11915			-0.3976	-0.340173	-0.0606	-0.0939547	0.791	0.114252	0.3055	0.198324
-0.1128	-0.0957271			-0.1433	-0.365845	-0.1419	-0.0424278	0.6681	0.0500302	0.13	0.135461
-0.169	-0.0642481			0.1087	-0.376253	-0.2813	0.0054935	0.7032	-0.109795	0.0015	0.101311
-0.2542	-0.0452339			0.2538	-0.276862	-0.4625	0.044276	1.004	-0.390635	0.0583	-0.0896747
-0.3684	-0.0246555			0.2706	-0.149673	-0.6634	0.0687744	1.2699	-0.369157	0.323	-0.324077
-0.5334	0.0095279			0.1649	-0.0220526	-0.8113	0.0398807	1.4902	-0.334721	0.6571	-0.426953
-0.6771	0.00674			0.0041	0.0410833	-0.7537	-0.106096	1.6503	-0.282692	0.8923	-0.351662
-0.6293	-0.0907707			-0.2403	0.137144	-0.6654	-0.131335	1.6914	-0.165916	1.046	-0.285637
-0.5868	-0.0896589			-0.4616	0.12557	-0.5967	-0.120454	1.6308	-0.0613487	1.1139	-0.206738
-0.5362	-0.0957027			-0.7131	0.169058	-0.5411	-0.113522	1.4694	0.0473743	1.0637	-0.0837243
-0.5138	-0.0822089			-0.926	0.142029	-0.5225	-0.0880299	1.2832	0.081356	0.9091	0.0360448
-0.5147	-0.0699992			-0.9399	-0.0553358	-0.5352	-0.0649497	1.041	0.149362	0.6858	0.127006
-0.5466	-0.0523576			-0.7897	-0.226156	-0.412	-0.165828			0.4784	0.131798
-0.5006	-0.093107			-0.6444	-0.227877	-0.2874	-0.17275			0.2398	0.186834
-0.3926	-0.129114			-0.4316	-0.305585	-0.2338	-0.125497			0.0674	0.137868
-0.2902	-0.131144			-0.4126	-0.112322	-0.2072	-0.107719			-0.0871	0.135426
-0.2368	-0.109077			-0.4776	-0.0245949	-0.2326	-0.0698167			0.0732	-0.195411
-0.2174	-0.09283			-0.4442	-0.124221	-0.301	-0.0359957			0.2058	-0.180992
-0.2378	-0.0716722			-0.4236	-0.112027	-0.3065	-0.0794442			0.4027	-0.265022
-0.2107	-0.0965665			-0.4427	-0.0709294	-0.3385	-0.0589557			0.5369	-0.215796
-0.1922	-0.0929993			-0.5113	-0.0174881	-0.3895	-0.0427162			0.636	-0.190669
-0.201	-0.0787083			-0.5986	0.0061755	-0.4782	-0.011413			0.6612	-0.119355
-0.2481	-0.0569552			-0.7178	0.0447533					0.6357	-0.0661688
-0.3324	-0.0338078			-0.7402	-0.0501865					0.6949	-0.156858
-0.3475	-0.0673053			-0.7519	-0.0595496					0.7501	-0.158453
-0.3185	-0.0904868			-0.7639	-0.0578857					0.7698	-0.125
-0.3056	-0.0827762			-0.7839	-0.0481018					0.7382	-0.0706141
-0.3174	-0.0695188			-0.821	-0.0283258					0.6699	-0.0271511
-0.3516	-0.0562572			-0.8097	-0.0764811					0.5505	0.0358339
-0.4201	-0.0352621			-0.7262	-0.15213					0.474	0.00053647
-0.5149	-0.0168572			-0.6533	-0.144522					0.4425	-0.0413578
-0.6093	-0.0117279			-0.5989	-0.128143					0.4105	-0.0376988
-0.7128	-0.0012901			-0.5896	-0.0829181					0.3746	-0.0302463
-0.7752	-0.0179449			-0.6142	-0.0471739					0.3238	-0.0102987
-0.7733	-0.0494166			-0.6821	0.0002032					0.288	-0.0217475
-0.7729	-0.0479137			-0.7631	0.0181163					0.3485	-0.124132
-0.778	-0.0441307			-0.8751	0.0555914					0.428	-0.151125
-0.7943	-0.0369214			-0.9683	0.0424197					0.5041	-0.155386
-0.8062	-0.0377202			-0.965	-0.0532803					0.5366	-0.115089
-0.7264	-0.0868338			-0.9249	-0.0911604					0.5303	-0.0757122
-0.6444	-0.0913894			-0.8896	-0.0872358					0.4893	-0.0369612
-0.5638	-0.0941556			-0.8649	-0.0770059					0.4063	0.0132982
-0.5179	-0.0785827			-0.8549	-0.061951					0.3169	0.0286065
-0.4921	-0.0693306			-0.8376	-0.0692784					0.2195	0.0463246
-0.4927	-0.0556079			-0.7495	-0.143734					0.1539	0.0210692
-0.5182	-0.0413647			-0.6615	-0.147372					0.1739	-0.0665482
-0.5595	-0.0308402			-0.615	-0.107582					0.2039	-0.0795686
-0.6288	-0.0127464			-0.6027	-0.0733947					0.2392	-0.0884225
-0.6965	-0.0094649			-0.6306	-0.0311691					0.2578	-0.0736083
-0.6843	-0.0493406			-0.683	-0.0033661					0.2622	-0.0598745
-0.6733	-0.0486173			-0.7698	0.0361437					0.3042	-0.101705
-0.668	-0.0453643			-0.8692	0.0545829					0.4035	-0.168975
-0.6732	-0.0391811			-0.9656	0.0573685						
-0.6875	-0.0332286			-1.0161	0.0150096						
-0.7058	-0.0296078			-0.9712	-0.0816642						
-0.6276	-0.0811402			-0.9038	-0.10663						
-0.5722	-0.071938			-0.8488	-0.0961316						
-0.5284	-0.0677996			-0.8075	-0.0836891						
-0.4968	-0.0627828			-0.7869	-0.0632322						
-0.4885	-0.0510593			-0.7713	-0.0582409						
-0.4965	-0.0420128			-0.6892	-0.128157						
-0.5196	-0.0327882			-0.6141	-0.124298						
-0.5557	-0.0239275			-0.5786	-0.085894						
-0.6128	-0.0099597			-0.5794	-0.0489746						
-0.6688	-0.0070409			-0.6037	-0.0236559						
-0.7291	-0.0011468			-0.6647	0.0167588						
-0.791	0.0035392			-0.7446	0.0403984						
-0.8504	0.0061096			-0.8153	0.0355487						
-0.8439	-0.0263215			-0.8809	0.0346096						
-0.8066	-0.0427799			-0.9366	0.0284312						
-0.7669	-0.045198										
-0.7291	-0.0454089										
-0.6903	-0.0471586										
-0.6653	-0.0408433										
-0.6482	-0.0371001										
-0.5906	-0.0596395										
-0.5159	-0.0714086										
-0.4513	-0.0691373										
-0.392	-0.0690603										
-0.3601	-0.0565952										
-0.3449	-0.0486603										
-0.3458	-0.0402195										
-0.3611	-0.0318934										
-0.3889	-0.0238645										
-0.4355	-0.011699										
-0.4812	-0.0093828										
-0.4943	-0.0245335										
-0.4908	-0.0325177										
-0.4895	-0.0309932										
-0.4925	-0.0282007										
-0.4997	-0.025241										
-0.511	-0.022115										
-0.5294	-0.0171156										
-0.5478	-0.0156478										
-0.568	-0.0131698										
-0.5872	-0.0121226										
-0.512	-0.0625706										
-0.3996	-0.086391										
-0.2918	-0.0891892										
-0.1968	-0.0873424										
-0.1062	-0.0895662										
-0.053	-0.0734732										
-0.047	-0.0501262										
